duchy_name,kingdom_name_867,empire_name_867,county_count_867,barony_count_867,average_development_867,special_buildings,alternative_names,capital_county_name,duchy_id,start_date,source
Nyima,Tsang,Tibet,3,8,5,,,Nyima,d_nyima,867,CK3 Wiki List of duchies
Qamdo,Kham,Tibet,5,17,5,,,Qamdo,d_qamdo,867,CK3 Wiki List of duchies
Boyül,Kham,Tibet,3,8,5,,,Bomê,d_boyul,867,CK3 Wiki List of duchies
Nyingchi,Kham,Tibet,2,7,5,,,Nyingchi,d_nyingchi,867,CK3 Wiki List of duchies
Nangqên,Kham,Tibet,2,4,5,,,Nangqên,d_nangqen,867,CK3 Wiki List of duchies
Lhatok,Kham,Tibet,3,7,5,,,Lhatok,d_lhatok,867,CK3 Wiki List of duchies
Lingtsang,Kham,Tibet,2,4,5,,,Lingtsang,d_lingtsang,867,CK3 Wiki List of duchies
Dêgê,Kham,Tibet,3,8,5,,,Dêgê,d_dege,867,CK3 Wiki List of duchies
Batang,Kham,Tibet,4,10,5,Grand Temple,,Batang,d_batang,867,CK3 Wiki List of duchies
Litang,Kham,Tibet,3,7,5,,,Litang,d_litang,867,CK3 Wiki List of duchies
Xining,Amdo,Tibet,2,5,2,,"Qingtang (Bodpa, Tsangpa, Lhomon, Sumpa, Zhangzhung)",Xining,d_xining,867,CK3 Wiki List of duchies
Tuyuhun,Amdo,Tibet,6,16,2,,"Tsongönpo (Bodpa, Tsangpa, Lhomon, Sumpa, Zhangzhung)",Fuqi,d_tuyuhun,867,CK3 Wiki List of duchies
Nagormo,Amdo,Tibet,5,13,2,,,Nagormo,d_nagormo,867,CK3 Wiki List of duchies
Amdo,Amdo,Tibet,6,15,2,,,Amdo,d_amdo,867,CK3 Wiki List of duchies
Zadoi,Amdo,Tibet,3,9,2,,,Zadoi,d_zadoi,867,CK3 Wiki List of duchies
Qumarlêb,Amdo,Tibet,3,6,2,,,Qumarlêb,d_qumarleb,867,CK3 Wiki List of duchies
Aksay,Amdo,Tibet,2,4,2,,,Aksay,d_aksay,867,CK3 Wiki List of duchies
Gyalrong,Gyalrong,Tibet,5,14,5,Grand Temple,"Jiarong (Han)Ryarong (Tangut, Qiang)",Barkam,d_gyalrong,867,CK3 Wiki List of duchies
Chakla,Gyalrong,Tibet,4,11,5,Grand Temple,Mingzheng (Han),Chakla,d_chakla,867,CK3 Wiki List of duchies
Golog,Gyalrong,Tibet,3,8,5,,Guoluo (Han),Maqên,d_golog,867,CK3 Wiki List of duchies
Malho,Gyalrong,Tibet,3,7,5,Grand Temple,Huangnan (Han),Rebgong,d_malho,867,CK3 Wiki List of duchies
Gainlho,Gyalrong,Tibet,4,9,5,,Gannan (Han),Jonê,d_gainlho,867,CK3 Wiki List of duchies
Guge,Gugé,Tibet,6,16,3,,,Tsaparang,d_ngari,867,CK3 Wiki List of duchies
Kinnaur,Gugé,Tibet,2,7,3,,,Kamru,d_kinnaur,867,CK3 Wiki List of duchies
Purang,Gugé,Tibet,6,18,3,Grand Temple,,Purang,d_purang,867,CK3 Wiki List of duchies
Ladakh,Maryül,Tibet,3,11,3,,,Leh,d_ladakh,867,CK3 Wiki List of duchies
Zanskar,Maryül,Tibet,3,7,3,,,Padum,d_zanskar,867,CK3 Wiki List of duchies
Baltiyül,Maryül,Tibet,3,8,3,,,Skardu,d_baltiyul,867,CK3 Wiki List of duchies
Aksai Chin,Maryül,Tibet,3,7,3,,"Karpoyül (Bodpa, Tsangpa, Lhomon, Sumpa, Zhangzhung)",Khurnak,d_aksai_chin,867,CK3 Wiki List of duchies
Rutog,Maryül,Tibet,2,7,3,,,Rutog,d_rutog,867,CK3 Wiki List of duchies
Bumthang,Lhomon,Tibet,3,8,3,,,Bumthang,d_bumthang,867,CK3 Wiki List of duchies
Paro,Lhomon,Tibet,4,11,3,,,Paro,d_paro,867,CK3 Wiki List of duchies
Monyul,Lhomon,Tibet,3,7,3,,,Tawang,d_monyul,867,CK3 Wiki List of duchies
Lhoyul,Lhomon,Tibet,4,11,3,Grand TempleGrand Temple,,Itanagar,d_lhoyul,867,CK3 Wiki List of duchies
Dzayül,Lhomon,Tibet,4,11,3,Grand TempleGrand Temple,,Rima,d_dzayul,867,CK3 Wiki List of duchies
Bóhai,Bóhai,Andong,5,18,6,,"Dan Gur (Khitan)Balhae (Samhanic, Balhae)Dàzhēn (Jurchen)Lóngquán (Han)",Lóngquán,d_BAL_parhae,867,CK3 Wiki List of duchies
Moe-Su,Bóhai,Andong,3,10,4,,,Makhil,d_BAL_moe_su,867,CK3 Wiki List of duchies
Fúyú,Bóhai,Andong,4,13,4,,"Buyeo (Samhanic, Balhae)",Changchun,d_BAL_buyeo,867,CK3 Wiki List of duchies
Yālü-Zhangling,Bóhai,Andong,4,15,4,Mount Baekdu,"Amnok-Jangryeong (Samhanic, Balhae)",East Yālü,d_BAL_amnok_jangryeong,867,CK3 Wiki List of duchies
Wòju,Bóhai,Andong,4,11,3,,"Okjeo (Samhanic, Balhae)",Nánhai,d_BAL_southern_balhae,867,CK3 Wiki List of duchies
Liaodong,Bóhai,Andong,5,21,5,Xiuyan Mining Settlement,Dongjing (Khitan),Shenyang,d_LIAO_dongjing,867,CK3 Wiki List of duchies
Qingxingan,Shiwei,Andong,5,15,0,,,Huangtouguo,d_SW_qingxingan,867,CK3 Wiki List of duchies
Lingxiguo,Shiwei,Andong,3,10,0,,,Lingxiguo,d_SW_lingxiguo,867,CK3 Wiki List of duchies
Ruzheguo,Shiwei,Andong,3,10,0,,,Jiqin Hari,d_SW_ruzheguo,867,CK3 Wiki List of duchies
Puyudao,Shiwei,Andong,4,15,0,,,Puyuzhou,d_SW_puyudao,867,CK3 Wiki List of duchies
Sushenguo,Shiwei,Andong,5,14,0,,,Suihua,d_SW_sushenguo,867,CK3 Wiki List of duchies
Heicheziguo,Shiwei,Andong,4,16,0,,,Zhongcheziguo,d_SW_heicheziguo,867,CK3 Wiki List of duchies
Dashiweiguo,Shiwei,Andong,5,16,0,,,Pibeihe,d_SW_dashiweiguo,867,CK3 Wiki List of duchies
Linhuang,Khitan,Andong,6,19,2,,,Linhuang,d_LIAO_linhuang,867,CK3 Wiki List of duchies
Talu,Khitan,Andong,5,20,1,,Shangjing (Khitan),Wuzhou,d_LIAO_shangjing,867,CK3 Wiki List of duchies
Dōngpíng,Luzhen,Andong,2,6,2,Grand Temple,"Dongpyeong (Samhanic, Balhae)",Yizhou,d_BAL_dongpyeong,867,CK3 Wiki List of duchies
Tielì,Luzhen,Andong,3,8,1,,"Cheolli (Samhanic, Balhae)",Délizhèn,d_BAL_cheolli,867,CK3 Wiki List of duchies
Huáiyuan,Luzhen,Andong,5,13,1,,"Hoewon (Samhanic, Balhae)",Dazhou,d_BAL_hoewon,867,CK3 Wiki List of duchies
Shuàibīn-Ānbiān,Luzhen,Andong,4,14,3,,"Solbin-Anwon (Samhanic, Balhae)",Shuàibīn,d_BAL_yeojintang,867,CK3 Wiki List of duchies
Ānyuan,Luzhen,Andong,4,12,1,,"Anwon (Samhanic, Balhae)",Níngzhōu,d_BAL_anwon,867,CK3 Wiki List of duchies
Raole,Raole,Andong,6,19,5,,Zhongjing (Khitan),Dading,d_LIAO_zhongjing,867,CK3 Wiki List of duchies
Liaoxi,Raole,Andong,6,20,6,,,Chaoyang,d_liaoxi,867,CK3 Wiki List of duchies
Yuyi,Raole,Andong,2,6,4,The Great Wall,,Huanzhou,d_yanyun_yuyi,867,CK3 Wiki List of duchies
Boli,Amur,Amur,4,14,0,Grand Temple,,Boli,d_eman_boli,867,CK3 Wiki List of duchies
Sikhotebei,Amur,Amur,4,11,0,,,Yerenhe,d_eman_sikhotebei,867,CK3 Wiki List of duchies
Samagero,Amur,Amur,4,11,0,Grand Temple,,Tudali,d_eman_samagero,867,CK3 Wiki List of duchies
Nivkhia,Amur,Amur,3,10,0,,,Nurgan,d_eman_nivkhia,867,CK3 Wiki List of duchies
Amar,Amur,Amur,4,12,0,,,Murkonno,d_eman_amar,867,CK3 Wiki List of duchies
Bureya,Amur,Amur,3,7,0,,,Turma,d_eman_bureya,867,CK3 Wiki List of duchies
Sahaliyan,Aynumosir,Amur,3,9,0,Grand Temple,"Karafuto (Yamato, Emishi)Kuye (Han)Yankemosir (Ainu)Ygh-mif (Nivkh)",Kusunkotan,d_sahaliyan,867,CK3 Wiki List of duchies
Menas,Aynumosir,Amur,4,13,1,Grand TempleGrand Temple,East Hokkaidō (Yamato)East Oshima (Emishi),Simenas,d_menas,867,CK3 Wiki List of duchies
Sum,Aynumosir,Amur,4,16,2,Grand TempleGrand Temple,West Hokkaidō (Yamato)West Oshima (Emishi),Uskes,d_sum,867,CK3 Wiki List of duchies
Hitakami,Hitakami,Amur,5,19,4,Kinka Gold PitsChinjufu District,Mutsu (Yamato),Korehari,d_hitakami,867,CK3 Wiki List of duchies
Nushiro,Hitakami,Amur,2,8,3,Grand Shrine,Dewa (Yamato),Nushiro,d_nushiro,867,CK3 Wiki List of duchies
Mataram,Yavakadvipa,Srivijaya,4,21,9,Grand TempleBorobudurDieng Plateau,Kediri (1178),Mataram,d_JAV_mataram,867,CK3 Wiki List of duchies
Taruma,Yavakadvipa,Srivijaya,3,14,7,,Sunda (1178),Sunda,d_JAV_taruma,867,CK3 Wiki List of duchies
Bali,Yavakadvipa,Srivijaya,3,9,6,Besakih Temple,,Bali,d_IDO_bali,867,CK3 Wiki List of duchies
Palembang,Malayadvipa,Srivijaya,5,18,5,Ornate TempleUniversityKrakatoa,,Palembang,d_SUM_palembang,867,CK3 Wiki List of duchies
Jambi,Malayadvipa,Srivijaya,5,17,4,Muaro Jambi Compounds,Melayu (1178),Jambi,d_SUM_jambi,867,CK3 Wiki List of duchies
Riau,Malayadvipa,Srivijaya,5,14,3,Grand Temple,,Muara Takus,d_SUM_riau,867,CK3 Wiki List of duchies
Aceh,Malayadvipa,Srivijaya,4,16,5,Suvarnadvipa Mining Settlement,,Lambri,d_SUM_aceh,867,CK3 Wiki List of duchies
Minangkabau,Malayadvipa,Srivijaya,3,7,3,Grand Temple,,Minangkabau,d_SUM_minangkabau,867,CK3 Wiki List of duchies
Nias,Malayadvipa,Srivijaya,2,5,1,,,Nias,d_nias,867,CK3 Wiki List of duchies
Handumans,Malayadvipa,Srivijaya,2,5,1,Grand TempleGrand Temple,,Handumans,d_handumans,867,CK3 Wiki List of duchies
Langkasuka,Hujung Medini,Srivijaya,5,18,6,,,Patani,d_MAL_langkasuka,867,CK3 Wiki List of duchies
Pahang,Hujung Medini,Srivijaya,6,18,4,Grand Temple,,Pahang,d_MAL_pahang,867,CK3 Wiki List of duchies
Kinai,Yamato,Japan,4,12,10,Heian PalaceTada Copper PitsKōfuku TempleMozu Tombs,,Yamashiro,d_kinai,867,CK3 Wiki List of duchies
Nankaidō,Yamato,Japan,6,23,6,Grand ShrineUniversity,,Iyo,d_nankaido,867,CK3 Wiki List of duchies
East San'indō,Yamato,Japan,4,11,5,,,Tanba,d_east_sanindo,867,CK3 Wiki List of duchies
West San'indō,Yamato,Japan,4,12,5,Grand Shrine,,Izumo,d_west_sanindo,867,CK3 Wiki List of duchies
West San'yōdō,Yamato,Japan,4,16,6,Itsukushima Shrine,,Aki,d_west_sanyodo,867,CK3 Wiki List of duchies
East San'yōdō,Yamato,Japan,4,13,6,,,Harima,d_east_sanyodo,867,CK3 Wiki List of duchies
East Bandō,Azuma,Japan,4,17,6,Grand Shrine,,Shimōsa,d_east_bando,867,CK3 Wiki List of duchies
West Bandō,Azuma,Japan,4,14,6,,,Musashi,d_west_bando,867,CK3 Wiki List of duchies
Tōkaidō,Azuma,Japan,5,18,7,Ise ShrineMount Fuji,,Ise,d_tokaido,867,CK3 Wiki List of duchies
Tōsandō,Azuma,Japan,5,19,6,Enryaku Temple,,Ōmi,d_tosando,867,CK3 Wiki List of duchies
Hokurikudō,Azuma,Japan,5,17,6,Itoigawa Mining SettlementSado Gold PitsHōshi RyokanGrand Shrine,,Echizen,d_hokurikudo,867,CK3 Wiki List of duchies
Dazaifu,Tsukushi,Japan,6,19,7,Dazaifu OfficeHakata PortGrand ShrineTsushima Silver Pits,,Chikuzen,d_north_saikaido,867,CK3 Wiki List of duchies
South Saikaidō,Tsukushi,Japan,4,19,6,,,Satsuma,d_south_saikaido,867,CK3 Wiki List of duchies
Dongji,Henan,Zhongyuan,2,8,14,Grand TempleShaolin Monastery,,Henan,d_dongji,867,CK3 Wiki List of duchies
Biansong,Henan,Zhongyuan,5,18,11,Kaifeng Imperial PalaceGrand Temple,,Bianzhou,d_biansong,867,CK3 Wiki List of duchies
Shanguo,Henan,Zhongyuan,2,4,16,,,Shanzhou,d_shanguo,867,CK3 Wiki List of duchies
Zhenghua,Henan,Zhongyuan,2,6,14,,,Huazhou,d_zhenghua,867,CK3 Wiki List of duchies
Chenxu,Henan,Zhongyuan,4,14,11,,,Xuzhou,d_chenxu,867,CK3 Wiki List of duchies
Ziqing,Qingxu,Zhongyuan,5,17,11,Grand TempleJiaodong Mining Settlement,,Qingzhou,d_ziqing,867,CK3 Wiki List of duchies
Yanhai,Qingxu,Zhongyuan,4,18,11,Culai AcademyGrand Temple,,Yanzhou,d_yanhai,867,CK3 Wiki List of duchies
Xusi,Qingxu,Zhongyuan,4,14,10,,,Xuzhou,d_xusi,867,CK3 Wiki List of duchies
Yuncao,Qingxu,Zhongyuan,4,15,15,Grand TempleGrand Temple,,Yunzhou,d_yuncao,867,CK3 Wiki List of duchies
Weibo,Hebei,Zhongyuan,3,8,17,Grand Temple,,Weizhou,d_weibo,867,CK3 Wiki List of duchies
Xingming,Hebei,Zhongyuan,3,9,12,Hanxing Mining Settlement,,Xingzhou,d_xingming,867,CK3 Wiki List of duchies
Chengde,Hebei,Zhongyuan,4,11,14,Lize Academy,,Zhenzhou,d_chengde,867,CK3 Wiki List of duchies
Cangjing,Hebei,Zhongyuan,3,9,14,,,Cangzhou,d_cangjing,867,CK3 Wiki List of duchies
Heyang,Hebei,Zhongyuan,2,4,12,,,Huaizhou,d_heyang,867,CK3 Wiki List of duchies
Hedong,Hedong,Zhongyuan,5,20,8,Grand Temple,,Taiyuan,d_hedong,867,CK3 Wiki List of duchies
Yanmen,Hedong,Zhongyuan,2,7,8,Pagoda of Fogong Temple,,Daizhou,d_yanmen,867,CK3 Wiki List of duchies
Hezhong,Hedong,Zhongyuan,5,17,8,Grand Temple,,Hezhong,d_hezhong,867,CK3 Wiki List of duchies
Zelu,Hedong,Zhongyuan,3,10,8,,,Luzhou,d_zelu,867,CK3 Wiki List of duchies
Youzhou,Youji,Zhongyuan,6,21,8,,,Youzhou,d_youzhou,867,CK3 Wiki List of duchies
Yideng,Youji,Zhongyuan,2,5,9,,,Dingzhou,d_yideng,867,CK3 Wiki List of duchies
Yingmo,Youji,Zhongyuan,2,6,11,,,Yingzhou,d_yingmo,867,CK3 Wiki List of duchies
Yunshuo,Daibei,Zhongyuan,5,17,4,Yungang GrottoesThe Great WallGrand TempleHanging TempleThe Great Wall,,Datong,d_yunshuo,867,CK3 Wiki List of duchies
Sanggan,Daibei,Zhongyuan,4,11,4,The Great WallThe Great Wall,,Yongxing,d_sanggan,867,CK3 Wiki List of duchies
Zhenwu,Daibei,Zhongyuan,5,14,5,The Great WallThe Great Wall,,Yunneizhou,d_xinan,867,CK3 Wiki List of duchies
Yongxing,Guannei,Yongliang,4,14,20,Giant Wild Goose PagodaLantian Mining SettlementQianling Mausoleum,,Jingzhao,d_yongxing,867,CK3 Wiki List of duchies
Fengxiang,Guannei,Yongliang,2,6,14,Kaibao Mining Settlement,,Fengxiang,d_fengxiang,867,CK3 Wiki List of duchies
Jinshang,Guannei,Yongliang,2,8,8,,,Jinzhou,d_jinshang,867,CK3 Wiki List of duchies
Binning,Guannei,Yongliang,4,12,11,The Great WallThe Great WallThe Great Wall,,Binzhou,d_binning,867,CK3 Wiki List of duchies
Fufang,Guannei,Yongliang,4,13,10,,,Fuzhou,d_fufang,867,CK3 Wiki List of duchies
Jingyuan,Guannei,Yongliang,3,8,8,The Great WallThe Great Wall,,Jingzhou,d_jingyuan,867,CK3 Wiki List of duchies
Qincheng,Guannei,Yongliang,5,14,8,,,Qinzhou,d_qincheng,867,CK3 Wiki List of duchies
Xingfeng,Guannei,Yongliang,2,4,8,,,Xingqing,d_xingfeng,867,CK3 Wiki List of duchies
Hexi,Hexi,Yongliang,5,13,6,,,Liangzhou,d_hexi,867,CK3 Wiki List of duchies
Shanzhou,Hexi,Yongliang,4,11,6,,,Shanzhou,d_longyou,867,CK3 Wiki List of duchies
Qilian,Hexi,Yongliang,2,4,6,,,Qilin,d_qilian,867,CK3 Wiki List of duchies
Gansu,Hexi,Yongliang,6,16,6,,,Ganzhou,d_gansu,867,CK3 Wiki List of duchies
Guasha,Hexi,Yongliang,6,15,6,UniversityGrand Temple,,Shazhou,d_guasha,867,CK3 Wiki List of duchies
Shuofang,Xia,Yongliang,6,21,8,Grand TempleThe Great WallThe Great WallThe Great WallThe Great WallThe Great WallThe Great WallGrand TempleThe Great WallThe Great Wall,,Lingzhou,d_shuofang,867,CK3 Wiki List of duchies
Xiasui,Xia,Yongliang,6,21,8,The Great WallThe Great WallThe Great WallThe Great WallThe Great WallThe Great Wall,,Xiazhou,d_xiasui,867,CK3 Wiki List of duchies
Tiande,Xia,Yongliang,2,5,8,The Great WallThe Great WallThe Great Wall,,Tiande,d_tiande,867,CK3 Wiki List of duchies
Wuluhai,Xia,Yongliang,3,8,8,The Great WallThe Great WallThe Great WallThe Great WallThe Great Wall,,Wuluhai,d_langshan,867,CK3 Wiki List of duchies
Zhenfan,Xia,Yongliang,3,7,8,Grand Temple,Wamo (Bodpa),Zhenfan,d_xiutu,867,CK3 Wiki List of duchies
Juyan,Xia,Yongliang,4,8,8,Grand Temple,,Tongcheng,d_juyan,867,CK3 Wiki List of duchies
Jiangdong,Jiangdong,Jingyang,4,14,16,Maoshan Academy,,Jiangning,d_jiangdong,867,CK3 Wiki List of duchies
Xuanshe,Jiangdong,Jingyang,4,16,12,Grand Temple,,Xuanzhou,d_xuanshe,867,CK3 Wiki List of duchies
Zhexi,Liangzhe,Jingyang,4,14,13,Grand TempleLingyin TempleLiuhe Pagoda,,Hangzhou,d_zhexi,867,CK3 Wiki List of duchies
Zhedong,Liangzhe,Jingyang,7,28,9,Tiantai MonasteriesGrand TempleLiangzhe Mining Settlement,,Yuezhou,d_zhedong,867,CK3 Wiki List of duchies
Weiwu,Fujian,Jingyang,2,8,10,Baofeng Mining Settlement,,Fuzhou,d_weiwu,867,CK3 Wiki List of duchies
Pinghai,Fujian,Jingyang,3,11,9,Quanzhou SeaportUniversity,,Quanzhou,d_pinghai,867,CK3 Wiki List of duchies
Jianning,Fujian,Jingyang,4,17,9,Zijinshan Mining Settlement,,Jianzhou,d_jianning,867,CK3 Wiki List of duchies
Huainan,Huainan,Jingyang,4,14,8,,,Yangzhou,d_huainan,867,CK3 Wiki List of duchies
Huaixi,Huainan,Jingyang,6,24,8,,,Shouzhou,d_huaixi,867,CK3 Wiki List of duchies
Jiangxi,Jiangxi,Jingyang,7,27,8,Grand Temple,,Hongzhou,d_jiangxi,867,CK3 Wiki List of duchies
Dingjiang,Jiangxi,Jingyang,4,16,10,White Deer Grotto Academy,,Jiangzhou,d_dingjiang,867,CK3 Wiki List of duchies
Zhaoxin,Jiangxi,Jingyang,3,9,8,,,Qianzhou,d_zhaoxin,867,CK3 Wiki List of duchies
Xiangdeng,Shannan,Jingyang,7,28,8,Wudang Mountain TemplesDushan Mining Settlement,,Xiangyang,d_xiangdeng,867,CK3 Wiki List of duchies
Jingnan,Shannan,Jingyang,7,26,9,Wulingyuan,,Jiangling,d_jingnan,867,CK3 Wiki List of duchies
Eyue,Shannan,Jingyang,5,20,8,Grand TempleChihu Mining SettlementGrand TempleGrand Temple,,Ezhou,d_eyue,867,CK3 Wiki List of duchies
Hunan,Hunan,Jingyang,5,21,9,UniversityShigu AcademyGuiyang Mining SettlementNanhua Temple,,Tanzhou,d_hunan,867,CK3 Wiki List of duchies
Lingling,Hunan,Jingyang,4,15,8,Grand TempleGrand Temple,,Yongzhou,d_lingling,867,CK3 Wiki List of duchies
Xichuan,Xichuan,Liangyi,6,15,11,Grand TempleGrand Temple,,Chengdu,d_xichuan,867,CK3 Wiki List of duchies
Qiongnan,Xichuan,Liangyi,6,18,8,Grand TempleGrand TempleLeshan Giant Buddha,,Qiongzhou,d_qiongnan,867,CK3 Wiki List of duchies
Xingyuan,Xingyuan,Liangyi,4,13,9,,,Xingyuan,d_xingyuan,867,CK3 Wiki List of duchies
Lilang,Xingyuan,Liangyi,5,13,10,,,Lizhou,d_lilang,867,CK3 Wiki List of duchies
Baqu,Xingyuan,Liangyi,4,12,12,,,Bazhou,d_baqu,867,CK3 Wiki List of duchies
Dongchuan,Dongchuan,Liangyi,6,15,11,,,Tongchuan,d_dongchuan,867,CK3 Wiki List of duchies
Wuxin,Dongchuan,Liangyi,6,15,11,Ziliujing & Gongjing Mining Settlement,,Suizhou,d_wuxin,867,CK3 Wiki List of duchies
Kuizhong,Kuizhou,Liangyi,4,15,11,,,Kuizhou,d_kuizhong,867,CK3 Wiki List of duchies
Qianzhong,Kuizhou,Liangyi,7,22,6,,,Qianzhou,d_qianzhong,867,CK3 Wiki List of duchies
Wuxi,Kuizhou,Liangyi,6,21,6,,,Chenzhou,d_wuxi,867,CK3 Wiki List of duchies
Luodian,Qianzhong,Liangyi,3,8,4,Grand Temple,,Luodian,d_luodian,867,CK3 Wiki List of duchies
Luoshi,Qianzhong,Liangyi,4,14,4,,,Sie,d_luoshi,867,CK3 Wiki List of duchies
Shimen,Qianzhong,Liangyi,3,8,4,Grand Temple,,Yinzhou,d_shimen,867,CK3 Wiki List of duchies
Zangke,Qianzhong,Liangyi,5,16,4,,,Juzhou,d_zangke,867,CK3 Wiki List of duchies
Xiyuan,Qianzhong,Liangyi,3,8,4,,,Siyuan,d_xiyuan,867,CK3 Wiki List of duchies
Dali,Dali,Liangyi,3,7,7,Grand Temple,,Dali,d_dali,867,CK3 Wiki List of duchies
Jianchuan,Dali,Liangyi,3,9,3,,,Jianchuan,d_jianchuan,867,CK3 Wiki List of duchies
Huichuan,Dali,Liangyi,2,5,5,,,Huichuan,d_huichuan,867,CK3 Wiki List of duchies
Yinsheng,Dali,Liangyi,3,8,3,,,Yinsheng,d_yinsheng,867,CK3 Wiki List of duchies
Tuodong,Dali,Liangyi,3,9,5,,,Shanchan,d_tuodong,867,CK3 Wiki List of duchies
Tonghai,Dali,Liangyi,3,10,4,Grand Temple,,Tonghai,d_tonghai,867,CK3 Wiki List of duchies
Lingnan,Lingnan,Lingnan,8,28,8,,Lĩnh Nam (Vietnamese),Guangzhou,d_lingnan,867,CK3 Wiki List of duchies
Huixun,Lingnan,Lingnan,6,27,8,,,Huizhou,d_huixun,867,CK3 Wiki List of duchies
Gaoliang,Lingnan,Lingnan,3,10,8,,,Gaozhou,d_gaoliang,867,CK3 Wiki List of duchies
Qiongguan,Lingnan,Lingnan,5,15,8,,,Yazhou,d_qiongguan,867,CK3 Wiki List of duchies
Guiguan,Lingxi,Lingnan,5,17,8,,,Guizhou,d_guiguan,867,CK3 Wiki List of duchies
Jingjiang,Lingxi,Lingnan,3,9,8,,,Zhaozhou,d_jingjiang,867,CK3 Wiki List of duchies
Rongguan,Lingxi,Lingnan,5,16,8,,,Rongzhou,d_rongguan,867,CK3 Wiki List of duchies
Yongguan,Lingxi,Lingnan,8,23,8,,,Yongzhou,d_yongguan,867,CK3 Wiki List of duchies
Hai Dong,Dai Viet,Lingnan,2,8,5,Grand TempleUniversity,,Hai Dong,d_hai_dong,867,CK3 Wiki List of duchies
Nghe An,Dai Viet,Lingnan,3,10,4,Plain of Jars,Jiuzhēn (Han),Nghe An,d_nghe_an,867,CK3 Wiki List of duchies
Lam Tay,Dai Viet,Lingnan,2,8,4,Grand Temple,,Lam Tay,d_lam_tay,867,CK3 Wiki List of duchies
Thăng Long,Dai Viet,Lingnan,2,6,8,Đai La CitadelDâu Temple,Jiāozhi (Han),Thăng Long,d_thang_long,867,CK3 Wiki List of duchies
Pagan,Pagan,Suvarnabhumi,6,23,6,Ananda TempleUniversityGrand Temple,,Pagan,d_pagan,867,CK3 Wiki List of duchies
Tagaung,Pagan,Suvarnabhumi,4,13,6,Hpakant Mining SettlementMogok Mining Pits,,Takon,d_tagaung,867,CK3 Wiki List of duchies
Śrīksetra,Pagan,Suvarnabhumi,4,11,6,,,Śrīksetra,d_sriksetra,867,CK3 Wiki List of duchies
Arakan,Pagan,Suvarnabhumi,4,12,5,Grand Temple,,Vaiśālĩ,d_arakan,867,CK3 Wiki List of duchies
Rāmaññadeśa,Pagan,Suvarnabhumi,5,16,7,Grand TempleShwedagon Pagoda,,Thaton,d_ramannadesa,867,CK3 Wiki List of duchies
Mongnai,Pagan,Suvarnabhumi,3,11,3,Grand Temple,,Mongnai,d_mongnai,867,CK3 Wiki List of duchies
Yongchang,Pagan,Suvarnabhumi,3,9,6,Jizu Shan Temples,,Yongchang,d_yongchang,867,CK3 Wiki List of duchies
Lishui,Pagan,Suvarnabhumi,5,18,2,Grand TempleGrand Temple,,Momauk,d_tengchong,867,CK3 Wiki List of duchies
Lop Buri,Dvaravati,Suvarnabhumi,3,10,7,Ornate TempleGrand Temple,,Lop Buri,d_lop_buri,867,CK3 Wiki List of duchies
Muang Sua,Dvaravati,Suvarnabhumi,4,13,5,,,Muang Sua,d_muang_sua,867,CK3 Wiki List of duchies
Sukhothai,Dvaravati,Suvarnabhumi,4,14,4,Grand Temple,,Sukhothai,d_sukhothai,867,CK3 Wiki List of duchies
Tun Sun,Dvaravati,Suvarnabhumi,3,10,3,,,Phetchaburi,d_tun_sun,867,CK3 Wiki List of duchies
Haripuñjaya,Dvaravati,Suvarnabhumi,3,11,5,Grand Temple,,Haripuñjaya,d_haripunjaya,867,CK3 Wiki List of duchies
Sipsongpanna,Dvaravati,Suvarnabhumi,2,9,4,Grand Temple,Jinglong (Han)Moeng Lü (Tai),Chiang Rung,d_sipsongpanna,867,CK3 Wiki List of duchies
Baigaur,Angkor,Kambuja,3,10,4,,,Ca Mau,d_baigaur,867,CK3 Wiki List of duchies
Vyadhapura,Angkor,Kambuja,3,10,4,,,Binh Long,d_vyadhapura,867,CK3 Wiki List of duchies
Angkor,Angkor,Kambuja,5,15,7,Angkor WatPhnom Dek Mining Settlement,,Angkor,d_angkor,867,CK3 Wiki List of duchies
Ratanakiri,Angkor,Kambuja,3,9,2,University,,Ratanakiri,d_ratanakiri,867,CK3 Wiki List of duchies
Angkor Borey,Angkor,Kambuja,4,15,4,University,,Angkor Borey,d_angkor_borey,867,CK3 Wiki List of duchies
Phonsavan,Chenla,Kambuja,3,13,2,Grand Temple,,Sanasomboon,d_phonsavan,867,CK3 Wiki List of duchies
Mukdahan,Chenla,Kambuja,5,17,3,,,Canasha,d_mukdahan,867,CK3 Wiki List of duchies
Indrapura,Champa,Kambuja,3,9,6,Ornate TempleGrand Temple,Dong Duong (Vietnamese),Indrapura,d_indrapura,867,CK3 Wiki List of duchies
Vijaya,Champa,Kambuja,3,9,5,Ornate TemplePo Klong Garai Temple,Do Bàn (Vietnamese),Vijaya,d_vijaya,867,CK3 Wiki List of duchies
Gaeseong,Goguryeo,Samhan,3,10,6,Byeokran Port,,Gaeseong,d_gaeseong,867,CK3 Wiki List of duchies
Haeju,Goguryeo,Samhan,3,9,4,,,Haeju,d_haeju,867,CK3 Wiki List of duchies
Gyoju,Goguryeo,Samhan,4,12,4,,,Gyoju,d_gyoju,867,CK3 Wiki List of duchies
Yukju,Goguryeo,Samhan,4,11,4,,,Jangjeong,d_yukju,867,CK3 Wiki List of duchies
